name,category,latitude,longitude,mood,budget,companion,area,time,description
George Town,heritage,13.0920917,80.2822426,misc,mid,solo,Nungambakkam,one hour,
The Great Kabab Factory,restaurant,12.9946821,80.1874068,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Tangerine,restaurant,13.0392554,80.2556216,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Ente Keralam,restaurant,13.0421141,80.2558968,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Suriyas,restaurant,13.0383186,80.2566708,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Reliance Fresh,supermarket,13.0390386,80.2508349,errands,low,family,T. Nagar,one hour,
Ananda,restaurant,13.0391641,80.247219,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Midnight Express,restaurant,13.0409358,80.2586973,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Lily Pond Shopping Complex,mall,13.0833302,80.272561,shop,high,friends,Nungambakkam,half a day,
Annai Maniammai Statue,monument,13.0800561,80.2628411,misc,mid,solo,Nungambakkam,one hour,
High Time,pub,13.0398535,80.2449822,fun,mid,friends,T. Nagar,half a day,
Vetrivel Cinemas,cinema,12.9799224,80.1822996,entertainment,mid,friends,Adyar,half a day,
Ambedkar Memorial,attraction,13.0193208,80.266984,touristy,low,family,Adyar,full day,
Triumph of Labour,monument,13.0641119,80.2837484,misc,mid,solo,Nungambakkam,one hour,
Gandhi,memorial,13.0433301,80.2800154,misc,mid,solo,T. Nagar,one hour,
Rajaji Memorial,attraction,13.0064804,80.2391664,touristy,low,family,Adyar,full day,
Bakthavachalam Memorial,attraction,13.0067142,80.2362341,touristy,low,family,Adyar,full day,
Kamaraj Memorial,attraction,13.006922,80.2355846,touristy,low,family,Adyar,full day,
Ganapathy Ram,cinema,13.0038872,80.2563577,entertainment,mid,friends,Adyar,half a day,
Saravana Bhavan,fast_food,13.0345162,80.2690082,casual,low,solo,T. Nagar,one hour,
S2 Theyagaraja,cinema,12.9895127,80.2563784,entertainment,mid,friends,Adyar,half a day,
Ashok Pillar,monument,13.0348481,80.2121781,misc,mid,solo,T. Nagar,one hour,
Melody,cinema,13.0593418,80.2657932,entertainment,mid,friends,Nungambakkam,half a day,
Nilgiri's,supermarket,13.005869,80.2518431,errands,low,family,Adyar,one hour,
Pizza Hut,restaurant,13.0055904,80.251822,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Cafe Coffee Day,cafe,12.9998739,80.2518509,chill,mid,solo,Adyar,two hours,
Planet Yumm,fast_food,12.9969184,80.2713903,casual,low,solo,Besant Nagar,one hour,
Alandur,park,12.9943729,80.1942837,relax,free,solo,T. Nagar,half a day,
Basera,restaurant,12.9329807,80.2517763,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Quark,restaurant,12.9854583,80.2364174,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Ladies Mess,restaurant,12.9875968,80.2422869,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Maami's Mess,restaurant,13.0324107,80.2704268,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Mayilai Sri Karpagambal Mess,restaurant,13.0327388,80.2712197,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Sangeetha,restaurant,13.0323689,80.2676459,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Vasantha Bhavan,restaurant,13.0322517,80.2685043,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Adyar Ananda Bhavan,restaurant,13.0340003,80.2677522,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Rayer Mess,restaurant,13.0355223,80.273014,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Bike & Barrels,pub,13.0402957,80.243777,fun,mid,friends,T. Nagar,half a day,
Spencers,supermarket,12.9960126,80.2678,errands,low,family,Adyar,one hour,
Snake Park,attraction,13.0032701,80.2384929,touristy,low,family,Adyar,full day,
Benjarong,restaurant,13.0313113,80.2513502,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Okadeys,restaurant,13.0384527,80.2567668,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Amaravati,restaurant,13.0451417,80.2592552,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Kalpaka,restaurant,13.0468725,80.2605083,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Madras Cafe,restaurant,13.0008164,80.2043612,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Adyar Ananda Bhavan,restaurant,12.9968115,80.2582413,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Little Italy,restaurant,13.0609985,80.2475712,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Pizza Hut,restaurant,13.065426,80.2432841,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Mainland China,restaurant,13.0659169,80.2421706,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Novelty,restaurant,13.0889622,80.2790177,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Annapurna,restaurant,13.0747305,80.2626235,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Barbecue Nation,restaurant,13.0454388,80.2331563,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
SSR Pankajam Theater,cinema,13.0516753,80.2044022,entertainment,mid,friends,Nungambakkam,half a day,
Zaras,pub,13.0456864,80.258853,fun,mid,friends,T. Nagar,half a day,
Sparkys Diner,restaurant,13.0729298,80.2526113,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Haldiram's,fast_food,13.0453726,80.2669904,casual,low,solo,T. Nagar,one hour,
Maharaja,restaurant,13.0633479,80.2739101,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
"Don Pepe, Copper Chimney",restaurant,13.0458581,80.258173,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Paneer soda shop,restaurant,13.0322882,80.2709135,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Corner Juice Shop,restaurant,13.0333788,80.2569388,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Subway,fast_food,13.0614085,80.2487161,casual,low,solo,Nungambakkam,one hour,
Wangs Kitchen,restaurant,13.0610272,80.2481523,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Casa Picola,restaurant,13.0607599,80.2512477,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Barista,cafe,13.0607136,80.2509829,chill,mid,solo,Nungambakkam,two hours,
Domino's,fast_food,13.0354864,80.2496631,casual,low,solo,T. Nagar,one hour,
US Pizza,restaurant,13.0368042,80.2553943,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
The Wanton,restaurant,13.0308675,80.2547014,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Kasi Theatre,cinema,13.0294559,80.2084956,entertainment,mid,friends,T. Nagar,half a day,
Bombay Halwa House,restaurant,13.0383754,80.2674307,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Mathsya,restaurant,13.0750359,80.2581673,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Marrybrown,fast_food,13.0717985,80.2029951,casual,low,solo,Nungambakkam,one hour,
Hotel Sangeetha,restaurant,13.0717149,80.2030895,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Adyar Ananda Bhavan,restaurant,13.0718906,80.2028921,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
GK Moopanar Memorial,memorial,13.0491047,80.2474892,misc,mid,solo,Nungambakkam,one hour,
Kamaraj Memorial House,museum,13.0474637,80.2395455,cultural,low,solo,Nungambakkam,two hours,
Ajnabee Snacks,restaurant,13.0677438,80.2566293,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Alsa Mall Shopping Complex,mall,13.0686635,80.2572129,shop,high,friends,Nungambakkam,half a day,
Asli Punjabi Rasoi Ghar,restaurant,13.0650516,80.2589124,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Bombay Halwa House,restaurant,13.0688689,80.2717553,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Cafe Coffee Day,cafe,13.0823329,80.2181614,chill,mid,solo,Nungambakkam,two hours,
Noodle House,restaurant,13.0654928,80.2431296,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Subway,fast_food,13.0266378,80.2326761,casual,low,solo,T. Nagar,one hour,
More,supermarket,13.0221142,80.259468,errands,low,family,T. Nagar,one hour,
Lemongrass,restaurant,13.0287554,80.253254,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Grains of Paradise,restaurant,13.0276871,80.2526956,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Anokhi,cafe,13.0285657,80.2503649,chill,mid,solo,T. Nagar,two hours,
Cream Centre,restaurant,13.026914,80.2556765,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Amma Naana,supermarket,13.0287447,80.2495317,errands,low,family,T. Nagar,one hour,
Cappucino,restaurant,13.0294364,80.2497843,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Westminister,pub,13.0295981,80.2496967,fun,mid,friends,T. Nagar,half a day,
In Seoul,restaurant,13.0321755,80.2521158,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Nilgiris,supermarket,13.031996,80.2566384,errands,low,family,T. Nagar,one hour,
Spencers Daily,supermarket,13.0328095,80.2570496,errands,low,family,T. Nagar,one hour,
The Crown,restaurant,13.0403208,80.2437255,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Rhapsody,pub,13.0460179,80.2479281,fun,mid,friends,Nungambakkam,half a day,
Paprika,restaurant,13.0460421,80.2476349,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Aqua,restaurant,13.0529661,80.2500813,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Lotus,restaurant,13.0528789,80.2498533,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Leather Bar,pub,13.0528394,80.2497445,fun,mid,friends,Nungambakkam,half a day,
Chipstead,bar,13.0584407,80.2476996,party,high,friends,Nungambakkam,one hour,
Hip Asia,restaurant,13.0630743,80.2612723,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Akasaka,restaurant,12.9881641,80.2556827,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Bombay Halwa House,restaurant,13.0851955,80.2449931,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Thaali Corner,restaurant,13.0851761,80.2447589,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Cornucopia,restaurant,13.0307571,80.2457033,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Dhaba Express,restaurant,13.0312456,80.2460431,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Coffee Central,cafe,13.0470673,80.2455216,chill,mid,solo,Nungambakkam,two hours,
Saravana Bhavan,fast_food,13.044333,80.2644982,casual,low,solo,T. Nagar,one hour,
Waitrose,supermarket,13.0443358,80.2637655,errands,low,family,T. Nagar,one hour,
Parvathi Bhavan,restaurant,13.0387921,80.2570003,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Anna Nagar Arch,memorial,13.0751519,80.2179687,misc,mid,solo,Nungambakkam,one hour,
Nandanam Arch,memorial,13.0299336,80.2421897,misc,mid,solo,T. Nagar,one hour,
The Dome,bar,13.0065655,80.2055843,party,high,friends,T. Nagar,one hour,
Cilantro,restaurant,13.0064035,80.2057624,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Navratna,restaurant,13.0062581,80.2057624,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Kayal,restaurant,13.0061052,80.2057662,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
The Lobby Lounge,cafe,13.0064818,80.2053411,chill,mid,solo,T. Nagar,two hours,Explore this exciting spot!
Makkhan Sweets,restaurant,13.0311615,80.2459839,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Brodie Castle,attraction,13.0158394,80.2628474,touristy,low,family,Adyar,full day,
Birla Planetarium,planetarium,13.0119591,80.2440161,misc,mid,solo,Adyar,one hour,
Food Village,restaurant,12.9278334,80.2521808,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Kamadhenu,cinema,13.0378036,80.2665431,entertainment,mid,friends,T. Nagar,half a day,
Qwikys,cafe,12.9857701,80.2458097,chill,mid,solo,Adyar,two hours,
Pizza Hut,restaurant,12.9856448,80.2459383,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Pupil,fast_food,13.0010132,80.2709043,casual,low,solo,Besant Nagar,one hour,
By The Bay,restaurant,13.0012892,80.2712305,romantic,mid,date,Besant Nagar,two hours,Explore this exciting spot!
Cozee,fast_food,13.0010049,80.2708185,casual,low,solo,Besant Nagar,one hour,
Tasty Jones,restaurant,13.0010216,80.2706983,romantic,mid,date,Besant Nagar,two hours,Explore this exciting spot!
Dhaba Express,restaurant,13.0007325,80.2704376,romantic,mid,date,Besant Nagar,two hours,Explore this exciting spot!
Hotel Balaji,restaurant,13.00057,80.2662523,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Eden,restaurant,12.9970909,80.2679346,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Besant Fast Food,fast_food,13.0005366,80.2667244,casual,low,solo,Adyar,one hour,
Cafe Coffee Day,cafe,13.0008239,80.2696481,chill,mid,solo,Besant Nagar,two hours,
TASMAC,pub,12.9641291,80.2121529,fun,mid,friends,Adyar,half a day,
LG showroom,supermarket,13.0520052,80.2041201,errands,low,family,Nungambakkam,one hour,
Singapore Fancy Stores,convenience,13.0541688,80.2040134,errands,low,family,Nungambakkam,one hour,
AVM Rajeswari Theatre,cinema,13.04749,80.2043888,entertainment,mid,friends,Nungambakkam,half a day,
Vivek & Co,convenience,13.0506067,80.2133316,errands,low,family,Nungambakkam,one hour,
Surya Arcade,convenience,13.0476071,80.1960547,errands,low,family,Nungambakkam,one hour,
Vasantha Bhavan Nama veedu,restaurant,13.0492377,80.207616,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Fruit Shop on Greams Road,fast_food,13.060307,80.2546115,casual,low,solo,Nungambakkam,one hour,
Hajiali Juice Centre,fast_food,13.0603857,80.254815,casual,low,solo,Nungambakkam,one hour,
Sea Shell,fast_food,13.0574642,80.2551093,casual,low,solo,Nungambakkam,one hour,
Fresh @ Aminjikarai,supermarket,13.070585,80.219622,errands,low,family,Nungambakkam,one hour,
Esthell Continental Hotels,bar,13.0072346,80.2594099,party,high,friends,Adyar,one hour,
Hotel Runs,restaurant,13.00636,80.2548775,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
TOPSEE,restaurant,12.9986633,80.2563991,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Aavin,cafe,13.0671848,80.2057726,chill,mid,solo,Nungambakkam,two hours,
Dosa Cafe,fast_food,13.0671013,80.2050495,casual,low,solo,Nungambakkam,one hour,
Hot Chips,fast_food,13.0670804,80.2062941,casual,low,solo,Nungambakkam,one hour,Explore this exciting spot!
Vasantha Bhavan,restaurant,13.0005001,80.2560996,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Hotchips,restaurant,13.00651,80.2442513,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Sri Krishna Sweets,restaurant,13.049367,80.2099012,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Saravana Bhavan,fast_food,13.0352358,80.2125834,casual,low,solo,T. Nagar,one hour,
Kamala Cinemas,cinema,13.0489289,80.2101557,entertainment,mid,friends,Nungambakkam,half a day,
Nilgiris Supermarket,supermarket,13.057596,80.1941907,errands,low,family,Nungambakkam,one hour,
Reliance Fresh,supermarket,13.0596967,80.1952529,errands,low,family,Nungambakkam,one hour,
Natesan Park,park,13.0578678,80.1921416,relax,free,solo,Nungambakkam,half a day,
Pizza Hut,restaurant,13.0475791,80.1963823,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Sri Parvathy Bhavan,restaurant,13.052763,80.192033,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Crown Talkies,cinema,13.1047263,80.2795897,entertainment,mid,friends,Nungambakkam,half a day,
Balaj,cinema,13.0928705,80.2517604,entertainment,mid,friends,Nungambakkam,half a day,
Reliance Fresh,supermarket,13.0731363,80.2103428,errands,low,family,Nungambakkam,one hour,
Spencer's,supermarket,13.0768878,80.2108686,errands,low,family,Nungambakkam,one hour,
Milk Booth,convenience,13.0713909,80.2081295,errands,low,family,Nungambakkam,one hour,
Gopikrishna,cinema,13.0950638,80.2273822,entertainment,mid,friends,Nungambakkam,half a day,
Cafe Caffee Day,cafe,13.0688594,80.2572278,chill,mid,solo,Nungambakkam,two hours,
Subway,fast_food,12.9269376,80.2515763,casual,low,solo,Adyar,one hour,
Dosa the Restaurant,restaurant,12.9863717,80.2607741,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Sri Annalaxmi Sweets and Snacks,fast_food,12.986194,80.2619161,casual,low,solo,Adyar,one hour,
Sangeeta,restaurant,13.0070874,80.2500834,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Latta Supermarket,supermarket,12.9823833,80.2225074,errands,low,family,Adyar,one hour,
Saravanaa Bhavan,fast_food,13.0940164,80.2926773,casual,low,solo,Nungambakkam,one hour,
Hot Chips,restaurant,12.9880438,80.2560376,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Hotel Raj Bhavan,restaurant,13.0558502,80.248,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Sandys,cafe,13.0610992,80.2482881,chill,mid,solo,Nungambakkam,two hours,
K-Store,supermarket,13.0398647,80.2516758,errands,low,family,T. Nagar,one hour,
MADRAS KALI BARI,place_of_worship,13.0445389,80.221183,misc,mid,solo,Nungambakkam,one hour,
Grace Supermarket,supermarket,13.0629161,80.2136124,errands,low,family,Nungambakkam,one hour,
PVR Cinemas,cinema,13.0736242,80.221695,entertainment,mid,friends,Nungambakkam,half a day,
KFC,fast_food,13.0738558,80.2216203,casual,low,solo,Nungambakkam,one hour,
McDonald's,fast_food,13.0738688,80.2214298,casual,low,solo,Nungambakkam,one hour,
Star Bazaar,supermarket,13.0734564,80.2213633,errands,low,family,Nungambakkam,one hour,
Dhaba,restaurant,13.0813079,80.2742022,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Domino's,fast_food,13.0344347,80.2134924,casual,low,solo,T. Nagar,one hour,
Sangamam Chettinad Hotel,restaurant,13.0349987,80.2163485,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Pazhamuthir,supermarket,13.0354172,80.2160673,errands,low,family,T. Nagar,one hour,
Anajappar,restaurant,13.0328373,80.212066,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Shankara Bhavan,restaurant,13.051775,80.2430546,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Domino's,fast_food,13.026704,80.2641228,casual,low,solo,T. Nagar,one hour,
Spencer's Daily,supermarket,13.0267144,80.2614084,errands,low,family,T. Nagar,one hour,
McDonald's,fast_food,13.042947,80.2741274,casual,low,solo,T. Nagar,one hour,
Delhi Hotel,restaurant,13.0880874,80.2757144,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Karaikudi,restaurant,13.0448865,80.2644988,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Twilight Takeout,restaurant,13.0544491,80.2392199,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Sagar Restaurant,restaurant,13.0083726,80.2106059,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
krishna bhavan,fast_food,13.0293344,80.2306558,casual,low,solo,T. Nagar,one hour,
shanmukas,restaurant,13.0277769,80.2308167,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Cream Centre,restaurant,13.0671869,80.2460438,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Al Reef Restaurant,restaurant,12.9712514,80.2583585,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Kumarakom,restaurant,12.9721108,80.2190709,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Top City,restaurant,12.8710593,80.2266785,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Nilgiris Supermarket,supermarket,12.9291074,80.2029956,errands,low,family,Adyar,one hour,
Buvan Provisions Store,convenience,13.031548,80.2042319,errands,low,family,T. Nagar,one hour,
Hertiage Fresh Supermarket,supermarket,13.0206071,80.2430807,errands,low,family,T. Nagar,one hour,
Spencers Super Market,supermarket,13.0501632,80.2040587,errands,low,family,Nungambakkam,one hour,
Adyar Ananda Bhavan,restaurant,13.0483451,80.2061063,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Hotel Mathus,restaurant,12.9739862,80.2581256,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
J.K. Stores,supermarket,12.9737686,80.2580999,errands,low,family,Adyar,one hour,
Sri Murugan Stores,supermarket,12.9735902,80.2580826,errands,low,family,Adyar,one hour,
Bella Ciao,restaurant,12.9721533,80.2648774,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Chandra Metro Mall,supermarket,13.0468582,80.1903845,errands,low,family,Nungambakkam,one hour,
Inox National,cinema,13.0470205,80.1903844,entertainment,mid,friends,Nungambakkam,half a day,
Jeevan,supermarket,13.0342232,80.2174636,errands,low,family,T. Nagar,one hour,
Supriya Andra Mess,restaurant,12.9821542,80.2326981,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Punjabi Restaurant,restaurant,12.9822545,80.2327044,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Hot Kitchen,restaurant,12.9086606,80.249748,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Kipling Cafe,cafe,12.8954312,80.2523229,chill,mid,solo,Adyar,two hours,
Cee Dee Yes supermarket,supermarket,12.9952269,80.2522381,errands,low,family,Adyar,one hour,
Ponnusamy Hotel,restaurant,13.0131553,80.2227101,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Mummy Daddy,convenience,13.0835386,80.2399315,errands,low,family,Nungambakkam,one hour,
Domino's,fast_food,12.9812466,80.229595,casual,low,solo,Adyar,one hour,
Shopper's Paradise,supermarket,12.9810009,80.229992,errands,low,family,Adyar,one hour,
Sip and Munch,fast_food,12.9810036,80.2298659,casual,low,solo,Adyar,one hour,
HUT,cafe,13.0133683,80.23485,chill,mid,solo,T. Nagar,two hours,
Ebony Furniture Shop,convenience,12.931309,80.20327,errands,low,family,Adyar,one hour,
Asli Punjabi Rasoi Ghar,restaurant,13.038511,80.2551167,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
FunkJazz,fast_food,13.0014275,80.2713271,casual,low,solo,Besant Nagar,one hour,
Cascade,restaurant,12.9961478,80.2681092,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Hotel Meenakshi Bhavan,restaurant,13.0296649,80.276637,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Curries and Chutneys,restaurant,13.0651778,80.2589417,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Ratna Cafe,restaurant,12.9805893,80.2179786,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Flamingo,restaurant,12.9841726,80.2182307,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Mast Kalandar,restaurant,12.9847606,80.2177291,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Nuts 'n Spices,convenience,12.9822463,80.2178096,errands,low,family,Adyar,one hour,
Udhayam Fresh Vegetables,convenience,12.9791977,80.2186494,errands,low,family,Adyar,one hour,
McDonald's,fast_food,12.9723892,80.2198627,casual,low,solo,Adyar,one hour,
Sri Venkatashwara Supermarket,supermarket,12.9719184,80.219018,errands,low,family,Adyar,one hour,
Government Park,park,12.9706821,80.2149946,relax,free,solo,Adyar,half a day,
KFC,fast_food,12.9726215,80.2192111,casual,low,solo,Adyar,one hour,
Murugan Supermarket,supermarket,13.0769447,80.2071871,errands,low,family,Nungambakkam,one hour,
Singapore Shoppee,supermarket,12.9614559,80.2563781,errands,low,family,Adyar,one hour,
Amethyst,restaurant,13.057334,80.259754,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Heritage Fresh,convenience,13.0440675,80.2598232,errands,low,family,T. Nagar,one hour,
Lingam Stores,supermarket,12.9463123,80.196992,errands,low,family,Adyar,one hour,
Ambika Supermarket,supermarket,12.9387074,80.1789482,errands,low,family,Adyar,one hour,
Farida's,convenience,13.0330669,80.2620463,errands,low,family,T. Nagar,one hour,
Anbu Foods,fast_food,12.9775803,80.2618165,casual,low,solo,Adyar,one hour,
Sri Devi Stores,convenience,12.9795964,80.1882311,errands,low,family,Adyar,one hour,
Allwin Shoppee,convenience,12.9797375,80.1882525,errands,low,family,Adyar,one hour,
Chidambaram Stores,convenience,12.9831007,80.1883346,errands,low,family,Adyar,one hour,
Texas Fiesta,restaurant,13.06004,80.253221,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Nilgiri's,supermarket,13.059543,80.2467629,errands,low,family,Nungambakkam,one hour,
Stop and Shop,supermarket,13.0676158,80.2050056,errands,low,family,Nungambakkam,one hour,
ExpressMart 24/5,convenience,13.0221546,80.1742193,errands,low,family,T. Nagar,one hour,
Thiruvalluvar Statue,memorial,13.0090832,80.2341705,misc,mid,solo,T. Nagar,one hour,
Barista,cafe,12.9991916,80.2706668,chill,mid,solo,Besant Nagar,two hours,
Annachi SuperMarket,supermarket,12.9730064,80.2200478,errands,low,family,Adyar,one hour,
Ganga Sweets,restaurant,12.975984,80.2216517,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Maruthi Bhavan,restaurant,12.9761386,80.221856,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Ooty Vegetables,convenience,12.9729662,80.2200413,errands,low,family,Adyar,one hour,
Freeze Zone,restaurant,13.0428655,80.259599,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Gangotree,restaurant,13.0471789,80.2546452,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Toscana,restaurant,13.0290737,80.2483233,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Parfait3,restaurant,12.979042,80.2267092,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Mash,restaurant,13.061691,80.248271,romantic,mid,date,Nungambakkam,two hours,Explore this exciting spot!
Coming Soon Dec 2012 - Nuts N Spices ,convenience,13.022139,80.1741571,errands,low,family,T. Nagar,one hour,
Subway,fast_food,13.0218776,80.173846,casual,low,solo,T. Nagar,one hour,
Hot Chips,restaurant,12.9796065,80.2276904,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Banana Leaf,restaurant,13.0408188,80.2380816,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Adyar Ananda Bhavan,restaurant,13.0409184,80.2376269,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Sri Balajee Bhavan,restaurant,13.0408797,80.2378821,romantic,mid,date,T. Nagar,two hours,Explore this exciting spot!
Reliance Fresh,supermarket,13.0414126,80.2385427,errands,low,family,T. Nagar,one hour,
Domino's,fast_food,12.9727572,80.2193592,casual,low,solo,Adyar,one hour,
Dindigul Velu Biryani,restaurant,12.969707,80.2178866,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
J P N Store,convenience,12.9465907,80.1975665,errands,low,family,Adyar,one hour,
Balaji Stores,convenience,12.946562,80.1977006,errands,low,family,Adyar,one hour,
Reliance Fresh,supermarket,13.0630707,80.2293217,errands,low,family,Nungambakkam,one hour,
Sri Anjeppar restaurant,restaurant,12.9933742,80.2001919,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
Loiee,restaurant,12.9935964,80.1997306,romantic,mid,date,Adyar,two hours,Explore this exciting spot!
